,Activity,Pose - Legs,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,org:resource,concept:name,case:concept:name,time:timestamp
1389,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 20:47:38.500
1390,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Place cardboard box/item in a cart,Subject_4,Base,Case_01,2025-01-04 20:48:39.000
1391,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-04 20:50:34.500
1392,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 20:52:04.000
1393,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 21:08:48.500
1394,Walking,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_4,Base,Case_01,2025-01-04 21:10:53.000
1395,Handling centred,Step,Cross aisle path,1-2,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_4,Cross aisle path,Case_01,2025-01-04 21:11:28.500
1396,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 21:12:43.000
1397,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 21:13:29.500
1398,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_4,Base,Case_01,2025-01-04 21:14:30.500
1399,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-04 21:15:05.000
1400,Walking,Gait Cycle,Aisle path,5 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 21:16:08.500
1401,Walking,Gait Cycle,Cross aisle path,4-5,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 21:20:34.000
1402,Push,Gait Cycle,Path,Path (Office),Storage,Unpacking,Transport to the packaging/sorting area,Subject_4,Path,Case_01,2025-01-04 21:24:44.000
1403,Push,Gait Cycle,Packing/sorting area,_,Storage,Unpacking,Transport to the packaging/sorting area,Subject_4,Packing/sorting area,Case_01,2025-01-04 21:25:24.500
1404,Push,Gait Cycle,Path,Path (Office),Storage,Finalizing order,Returning empty cardboard boxes,Subject_4,Path,Case_01,2025-01-04 21:46:00.500
1405,Handling centred,Gait Cycle,Cardboard box area,_,Storage,Finalizing order,Returning empty cardboard boxes,Subject_4,Cardboard box area,Case_01,2025-01-04 21:47:32.000
1406,Pull,Gait Cycle,Path,Path (Cardboard box area),Storage,Finalizing order,Returning cart,Subject_4,Path,Case_01,2025-01-04 21:57:23.500
1407,Push,Gait Cycle,Cart area,_,Storage,Finalizing order,Returning cart,Subject_4,Cart area,Case_01,2025-01-04 21:59:34.000
1408,Walking,Gait Cycle,Path,Path (Cart area),Storage,Finalizing order,Returning hardware,Subject_4,Path,Case_01,2025-01-04 22:03:48.000
1409,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Finalizing order,Returning hardware,Subject_4,Cross aisle path,Case_01,2025-01-04 22:05:28.000
1410,Walking,Gait Cycle,Base,_,Storage,Finalizing order,Returning hardware,Subject_4,Base,Case_01,2025-01-04 22:05:59.000
1411,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Finalizing order,Returning hardware,Subject_4,Cross aisle path,Case_01,2025-01-04 22:06:10.000
1412,Walking,Gait Cycle,Path,Path (Office),Storage,Finalizing order,Returning hardware,Subject_4,Path,Case_01,2025-01-04 22:07:04.000
1413,Walking,Gait Cycle,Office,_,Storage,Finalizing order,Returning hardware,Subject_4,Office,Case_01,2025-01-04 22:07:15.500
1414,Walking,Gait Cycle,Path,Path (Office),Retrieval,Preparing order,Collecting cart,Subject_4,Path,Case_01,2025-01-04 22:33:53.000
1415,Handling upwards,Gait Cycle,Cart area,_,Retrieval,Preparing order,Collecting cart,Subject_4,Cart area,Case_01,2025-01-04 22:35:30.500
1416,Push,Gait Cycle,Path,Path (Cart area),Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_4,Path,Case_01,2025-01-04 22:39:45.000
1417,Push,Gait Cycle,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_4,Cardboard box area,Case_01,2025-01-04 22:40:57.500
1418,Handling centred,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Picking_travel time,Transport a cart to the base,Subject_4,Path,Case_01,2025-01-04 22:43:17.500
1419,Pull,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Subject_4,Cross aisle path,Case_01,2025-01-04 22:46:59.000
1420,Push,Gait Cycle,Base,_,Retrieval,Picking_travel time,Transport a cart to the base,Subject_4,Base,Case_01,2025-01-04 22:48:30.000
1421,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-04 22:54:49.000
1422,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 22:55:15.500
1423,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 23:01:36.000
1424,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 23:02:15.000
1425,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 23:09:01.500
1426,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 23:11:08.000
1427,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 23:12:26.000
1428,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 23:12:49.500
1429,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 23:13:43.000
1430,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 23:14:11.500
1431,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-04 23:15:10.000
1432,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 23:15:41.000
1433,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 23:17:22.500
1434,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 23:18:38.000
1435,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 23:22:57.000
1436,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 23:26:53.000
1437,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 23:36:11.500
1438,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 23:36:59.000
1439,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 23:45:21.000
1440,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 23:47:10.000
1441,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 23:51:18.000
1442,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 23:52:37.500
1443,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-04 23:54:01.000
1444,Pull,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to next position,Subject_4,Base,Case_01,2025-01-04 23:54:26.000
1445,Pull,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-04 23:54:47.500
1446,Handling centred,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 23:55:51.000
1447,Push,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-05 00:48:43.000
1448,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 00:49:27.000
1449,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 01:08:10.000
1450,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 01:11:17.000
1451,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 01:15:49.500
1452,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 01:17:26.000
1453,Handling centred,Step,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-05 01:19:10.000
1454,Walking,Gait Cycle,Aisle path,5 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 01:20:06.000
1455,Walking,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 01:21:05.500
1456,Walking,Gait Cycle,Aisle path,5 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 01:22:02.000
1457,Walking,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 01:22:52.500
1458,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 01:28:31.500
1459,Standing,Step,Cross aisle path,4-5,Retrieval,Picking_pick time,Retrieval of items,Subject_4,Cross aisle path,Case_01,2025-01-05 01:31:12.000
1460,Standing,Step,Aisle path,4 front,Retrieval,Picking_pick time,Retrieval of items,Subject_4,Aisle path,Case_01,2025-01-05 01:32:14.500
1461,Standing,Step,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 01:32:46.500
1462,Push,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Path,Case_01,2025-01-05 01:34:22.500
1463,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Office,Case_01,2025-01-05 01:34:51.500
1464,Handling centred,Step,Path,Path (Office),Retrieval,Packing,Transport to the packaging/sorting area,Subject_4,Path,Case_01,2025-01-05 01:38:03.000
1465,Push,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Subject_4,Packing/sorting area,Case_01,2025-01-05 01:39:11.000
1466,Push,Gait Cycle,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_4,Path,Case_01,2025-01-05 03:48:58.000
1467,Handling centred,Step,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_4,Issuing/receiving area,Case_01,2025-01-05 03:51:07.000
1468,Handling centred,Gait Cycle,Path,Path (Issuing area),Retrieval,Finalizing order,Returning cart,Subject_4,Path,Case_01,2025-01-05 03:56:35.000
1469,Pull,Gait Cycle,Cart area,_,Retrieval,Finalizing order,Returning cart,Subject_4,Cart area,Case_01,2025-01-05 03:58:47.500
1470,Walking,Gait Cycle,Path,Path (Cart area),Retrieval,Finalizing order,Returning hardware,Subject_4,Path,Case_01,2025-01-05 04:01:56.500
1471,Walking,Gait Cycle,Office,_,Retrieval,Finalizing order,Returning hardware,Subject_4,Office,Case_01,2025-01-05 04:03:41.000
1472,Walking,Gait Cycle,Path,Path (Office),Storage,Preparing order,Collecting cart,Subject_4,Path,Case_01,2025-01-05 04:15:12.500
1473,Walking,Gait Cycle,Cart area,_,Storage,Preparing order,Collecting cart,Subject_4,Cart area,Case_01,2025-01-05 04:16:53.500
1474,Push,Gait Cycle,Path,Path (Cart area),Storage,Preparing order,Collecting packed cardboard boxes,Subject_4,Path,Case_01,2025-01-05 04:19:05.000
1475,Walking,Gait Cycle,Issuing/receiving area,_,Storage,Preparing order,Collecting packed cardboard boxes,Subject_4,Issuing/receiving area,Case_01,2025-01-05 04:20:54.000
1476,Handling centred,Step,Path,Path (Issuing area),Storage,Preparing order,Collecting packed cardboard boxes,Subject_4,Path,Case_01,2025-01-05 04:21:24.000
1477,Standing,Step,Issuing/receiving area,_,Storage,Preparing order,Collecting packed cardboard boxes,Subject_4,Issuing/receiving area,Case_01,2025-01-05 04:21:44.000
1478,Handling upwards,Gait Cycle,Path,Path (Issuing area),Storage,Preparing order,Collecting packed cardboard boxes,Subject_4,Path,Case_01,2025-01-05 04:24:20.500
1479,Handling upwards,Step,Issuing/receiving area,_,Storage,Preparing order,Collecting packed cardboard boxes,Subject_4,Issuing/receiving area,Case_01,2025-01-05 04:25:00.000
1480,Handling upwards,Gait Cycle,Path,Path (Issuing area),Storage,Preparing order,Collecting packed cardboard boxes,Subject_4,Path,Case_01,2025-01-05 04:26:05.000
1481,Walking,Gait Cycle,Issuing/receiving area,_,Storage,Preparing order,Collecting packed cardboard boxes,Subject_4,Issuing/receiving area,Case_01,2025-01-05 04:26:18.500
1482,Handling upwards,Gait Cycle,Path,Path (Issuing area),Storage,Preparing order,Collecting packed cardboard boxes,Subject_4,Path,Case_01,2025-01-05 04:27:15.500
1483,Push,Gait Cycle,Packing/sorting area,_,Storage,Unpacking,Transport to the packaging/sorting area,Subject_4,Packing/sorting area,Case_01,2025-01-05 04:30:45.500
1484,Pull,Gait Cycle,Path,Path (Office),Storage,Storing_travel time,Transport a cart to the base,Subject_4,Path,Case_01,2025-01-05 04:45:59.500
1485,Push,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Transport a cart to the base,Subject_4,Cross aisle path,Case_01,2025-01-05 04:47:59.500
1486,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 04:51:24.500
1487,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 04:52:36.500
1488,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 04:56:25.500
1489,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 04:58:28.500
1490,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 05:01:35.500
1491,Walking,Gait Cycle,Cross aisle path,4-5,Storage,Storing_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-05 05:03:29.000
1492,Walking,Gait Cycle,Aisle path,5 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 05:03:55.000
1493,Walking,Gait Cycle,Cross aisle path,4-5,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 05:05:27.000
1494,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 05:09:32.000
1495,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 05:10:15.500
1496,Handling centred,Gait Cycle,Aisle path,2 front,Storage,Storing_store time,Placing items on a rack,Subject_4,Aisle path,Case_01,2025-01-05 05:16:13.000
1497,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 05:17:43.500
1498,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 05:22:04.500
1499,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 05:23:24.500
1500,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 05:28:25.000
1501,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-05 05:28:55.500
1502,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 05:29:34.000
1503,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 05:34:53.500
1504,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 05:40:55.000
1505,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 05:43:00.000
1506,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 05:45:35.000
1507,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Unpacking,Sorting,Subject_4,Cross aisle path,Case_01,2025-01-05 05:48:22.000
1508,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 05:54:38.500
1509,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-05 05:56:40.000
1510,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_store time,Placing items on a rack,Subject_4,Aisle path,Case_01,2025-01-05 05:58:26.000
1511,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 05:59:06.000
1512,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 06:06:52.500
1513,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 06:08:57.000
1514,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 06:11:09.500
1515,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 06:12:07.500
1516,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 06:14:29.500
1517,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 06:20:32.000
1518,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 06:30:14.500
1519,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 06:40:24.500
1520,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 06:45:32.000
1521,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 06:48:50.500
1522,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 06:53:55.000
1523,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-05 06:55:14.500
1524,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 06:55:43.000
1525,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 06:56:51.500
1526,Walking,Gait Cycle,Aisle path,5 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 07:03:13.000
1527,Walking,Gait Cycle,Cross aisle path,4-5,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 07:05:47.500
1528,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-05 07:08:11.000
1529,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-05 07:09:53.000
1530,Push,Gait Cycle,Path,Path (Office),Storage,Unpacking,Transport to the packaging/sorting area,Subject_4,Path,Case_01,2025-01-05 07:12:55.500
1531,Handling centred,Gait Cycle,Packing/sorting area,_,Storage,Unpacking,Transport to the packaging/sorting area,Subject_4,Packing/sorting area,Case_01,2025-01-05 07:13:32.000
1532,Pull,Gait Cycle,Path,Path (Office),Storage,Finalizing order,Returning empty cardboard boxes,Subject_4,Path,Case_01,2025-01-05 07:32:37.000
1533,Handling centred,Gait Cycle,Cardboard box area,_,Storage,Finalizing order,Returning empty cardboard boxes,Subject_4,Cardboard box area,Case_01,2025-01-05 07:34:19.000
1534,Handling centred,Step,Path,Path (Cardboard box area),Storage,Finalizing order,Returning cart,Subject_4,Path,Case_01,2025-01-05 07:36:01.000
1535,Handling centred,Gait Cycle,Cart area,_,Storage,Finalizing order,Returning cart,Subject_4,Cart area,Case_01,2025-01-05 07:38:03.500
1536,Handling centred,Gait Cycle,Path,Path (Cart area),Storage,Finalizing order,Returning hardware,Subject_4,Path,Case_01,2025-01-05 07:41:20.000
1537,Walking,Gait Cycle,Office,_,Storage,Finalizing order,Returning hardware,Subject_4,Office,Case_01,2025-01-05 07:42:41.500
1538,Walking,Gait Cycle,Path,Path (Office),Retrieval,Preparing order,Collecting cart,Subject_5,Path,Case_01,2025-01-05 07:47:39.000
1539,Handling centred,Gait Cycle,Cart area,_,Retrieval,Preparing order,Collecting cart,Subject_5,Cart area,Case_01,2025-01-05 07:49:26.000
1540,Pull,Gait Cycle,Path,Path (Cart area),Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_5,Path,Case_01,2025-01-05 07:51:05.000
1541,Push,Gait Cycle,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_5,Cardboard box area,Case_01,2025-01-05 07:53:51.000
1542,Push,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Picking_travel time,Transport a cart to the base,Subject_5,Path,Case_01,2025-01-05 07:56:35.500
1543,Push,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Subject_5,Cross aisle path,Case_01,2025-01-05 07:58:25.500
1544,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 08:01:29.500
1545,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Cross aisle path,Case_01,2025-01-05 08:20:56.000
1546,Handling centred,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Path,Case_01,2025-01-05 08:23:18.500
1547,Handling centred,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Office,Case_01,2025-01-05 08:23:36.000
1548,Handling centred,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Path,Case_01,2025-01-05 08:25:47.500
1549,Handling centred,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Cross aisle path,Case_01,2025-01-05 08:26:03.500
1550,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Base,Case_01,2025-01-05 08:30:50.000
1551,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 08:34:07.000
1552,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 08:36:07.000
1553,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 08:51:26.000
1554,Handling upwards,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 08:51:48.500
1555,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 08:52:29.000
1556,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Base,Case_01,2025-01-05 08:56:42.500
1557,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 09:00:01.500
1558,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 09:00:55.000
1559,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 09:13:42.000
1560,Handling upwards,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Base,Case_01,2025-01-05 09:14:27.000
1561,Handling upwards,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 09:15:46.000
1562,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 09:16:32.000
1563,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 09:40:19.500
1564,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Base,Case_01,2025-01-05 09:40:55.500
1565,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 09:42:18.000
