,Activity,Pose - Legs,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,org:resource,concept:name,case:concept:name,time:timestamp,Predicted High-Level Process,Encoded High-Level Process
1007,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 20:32:11.500,Storage,1
1008,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 20:36:12.000,Storage,1
1009,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 20:37:53.500,Storage,1
1010,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 20:39:02.000,Storage,1
1011,Handling centred,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 20:40:26.000,Storage,1
1012,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 20:42:55.000,Storage,1
1013,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 20:45:55.500,Storage,1
1014,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 20:46:24.000,Storage,1
1015,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 20:48:39.000,Storage,1
1016,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 20:51:37.500,Storage,1
1017,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 20:54:11.000,Storage,1
1018,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 20:54:40.500,Storage,1
1019,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 20:56:52.000,Storage,1
1020,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 20:57:26.500,Storage,1
1021,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 20:58:59.000,Storage,1
1022,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 21:01:47.500,Storage,1
1023,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 21:02:58.500,Storage,1
1024,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 21:06:12.000,Storage,1
1025,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 21:09:27.500,Storage,1
1026,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 21:13:14.500,Storage,1
1027,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 21:16:24.000,Storage,1
1028,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 21:17:03.000,Storage,1
1029,Handling centred,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 21:18:08.000,Storage,1
1030,Walking,Gait Cycle,Aisle path,5 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 21:19:30.000,Storage,1
1031,Walking,Gait Cycle,Cross aisle path,4-5,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 21:24:12.000,Storage,1
1032,Handling upwards,Gait Cycle,Base,_,Storage,Storing_store time,Place cardboard box/item in a cart,Subject_3,Base,Case_01,2025-01-03 21:25:37.500,Storage,1
1033,Handling centred,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 21:30:57.000,Storage,1
1034,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 21:31:37.500,Storage,1
1035,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 21:32:11.000,Storage,1
1036,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 21:32:33.500,Storage,1
1037,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 21:33:19.000,Storage,1
1038,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 21:35:23.000,Storage,1
1039,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 21:36:19.500,Storage,1
1040,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 21:36:54.000,Storage,1
1041,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 21:37:46.500,Storage,1
1042,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 21:40:56.500,Storage,1
1043,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 21:41:51.500,Storage,1
1044,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_3,Base,Case_01,2025-01-03 21:42:51.000,Storage,1
1045,Handling centred,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 21:49:33.500,Storage,1
1046,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 21:51:39.500,Storage,1
1047,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 21:53:18.500,Storage,1
1048,Handling centred,Gait Cycle,Aisle path,2 front,Storage,Storing_store time,Placing items on a rack,Subject_3,Aisle path,Case_01,2025-01-03 21:54:30.500,Storage,1
1049,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 21:54:52.500,Storage,1
1050,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 21:55:19.000,Storage,1
1051,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 21:56:19.000,Storage,1
1052,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 21:58:00.000,Storage,1
1053,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 21:58:48.500,Storage,1
1054,Handling centred,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_3,Base,Case_01,2025-01-03 21:59:22.000,Storage,1
1055,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 21:59:53.000,Storage,1
1056,Walking,Gait Cycle,Aisle path,5 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 22:01:14.500,Storage,1
1057,Walking,Gait Cycle,Cross aisle path,4-5,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 22:05:46.500,Storage,1
1058,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Place cardboard box/item in a cart,Subject_3,Base,Case_01,2025-01-03 22:07:09.500,Storage,1
1059,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 22:10:20.500,Storage,1
1060,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 22:11:49.500,Storage,1
1061,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 22:13:45.000,Storage,1
1062,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 22:15:14.500,Storage,1
1063,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 22:16:29.500,Storage,1
1064,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 22:20:46.000,Storage,1
1065,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 22:22:48.000,Storage,1
1066,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 22:28:31.500,Storage,1
1067,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 22:30:21.000,Storage,1
1068,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 22:30:41.000,Storage,1
1069,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 22:34:43.500,Storage,1
1070,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 22:36:34.500,Storage,1
1071,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 22:38:49.000,Storage,1
1072,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 22:39:19.500,Storage,1
1073,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 22:40:50.000,Storage,1
1074,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 22:43:46.500,Storage,1
1075,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 22:47:16.500,Storage,1
1076,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 22:48:11.000,Storage,1
1077,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 22:57:10.000,Storage,1
1078,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 22:58:46.500,Storage,1
1079,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 23:02:16.000,Storage,1
1080,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_3,Base,Case_01,2025-01-03 23:02:44.500,Storage,1
1081,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 23:03:35.500,Storage,1
1082,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 23:03:56.500,Storage,1
1083,Handling centred,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 23:04:28.000,Storage,1
1084,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 23:04:55.500,Storage,1
1085,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 23:06:08.500,Storage,1
1086,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 23:07:05.500,Storage,1
1087,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 23:07:56.500,Storage,1
1088,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 23:08:24.000,Storage,1
1089,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 23:09:59.500,Storage,1
1090,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 23:13:26.500,Storage,1
1091,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 23:15:27.500,Storage,1
1092,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 23:15:48.000,Storage,1
1093,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 23:17:18.500,Storage,1
1094,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 23:19:14.000,Storage,1
1095,Handling centred,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 23:20:47.500,Storage,1
1096,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 23:21:28.500,Storage,1
1097,Standing,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 23:22:48.500,Storage,1
1098,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 23:24:25.500,Storage,1
1099,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 23:25:28.500,Storage,1
1100,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 23:30:09.000,Storage,1
1101,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 23:37:40.000,Storage,1
1102,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 23:38:29.500,Storage,1
1103,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 23:41:07.000,Storage,1
1104,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 23:42:14.000,Storage,1
1105,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 23:44:19.500,Storage,1
1106,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 23:45:16.500,Storage,1
1107,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 23:47:12.500,Storage,1
1108,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 23:48:15.500,Storage,1
1109,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 23:50:39.000,Storage,1
1110,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_3,Base,Case_01,2025-01-03 23:51:36.000,Storage,1
1111,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_3,Cross aisle path,Case_01,2025-01-03 23:52:49.500,Storage,1
1112,Walking,Gait Cycle,Aisle path,5 front,Storage,Storing_travel time,Move to next position,Subject_3,Aisle path,Case_01,2025-01-03 23:54:11.500,Storage,1
1113,Walking,Gait Cycle,Cross aisle path,4-5,Storage,Storing_travel time,Move to a cart,Subject_3,Cross aisle path,Case_01,2025-01-03 23:58:54.500,Storage,1
1114,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Place cardboard box/item in a cart,Subject_3,Base,Case_01,2025-01-04 00:00:20.500,Storage,1
1115,Handling centred,Step,Cross aisle path,2-3,Storage,Unpacking,Transport to the packaging/sorting area,Subject_3,Cross aisle path,Case_01,2025-01-04 00:00:51.500,Storage,1
1116,Push,Gait Cycle,Path,Path (Office),Storage,Unpacking,Transport to the packaging/sorting area,Subject_3,Path,Case_01,2025-01-04 00:02:44.500,Storage,1
1117,Push,Gait Cycle,Packing/sorting area,_,Storage,Unpacking,Transport to the packaging/sorting area,Subject_3,Packing/sorting area,Case_01,2025-01-04 00:03:47.500,Storage,1
1118,Push,Gait Cycle,Path,Path (Office),Storage,Finalizing order,Returning empty cardboard boxes,Subject_3,Path,Case_01,2025-01-04 00:28:09.500,Storage,1
1119,Push,Gait Cycle,Cardboard box area,_,Storage,Finalizing order,Returning empty cardboard boxes,Subject_3,Cardboard box area,Case_01,2025-01-04 00:29:44.500,Storage,1
1120,Push,Gait Cycle,Path,Path (Cardboard box area),Storage,Finalizing order,Returning cart,Subject_3,Path,Case_01,2025-01-04 00:34:29.500,Storage,1
1121,Push,Gait Cycle,Cart area,_,Storage,Finalizing order,Returning cart,Subject_3,Cart area,Case_01,2025-01-04 00:36:04.000,Storage,1
1122,Walking,Gait Cycle,Path,Path (Cart area),Storage,Finalizing order,Returning hardware,Subject_3,Path,Case_01,2025-01-04 00:38:07.500,Storage,1
1123,Walking,Gait Cycle,Office,_,Storage,Finalizing order,Returning hardware,Subject_3,Office,Case_01,2025-01-04 00:40:09.500,Storage,1
1124,Walking,Gait Cycle,Path,Path (Office),Retrieval,Preparing order,Collecting cart,Subject_4,Path,Case_01,2025-01-04 00:50:18.000,Retrieval,0
1125,Walking,Gait Cycle,Cart area,_,Retrieval,Preparing order,Collecting cart,Subject_4,Cart area,Case_01,2025-01-04 00:52:22.500,Retrieval,0
1126,Pull,Gait Cycle,Path,Path (Cart area),Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_4,Path,Case_01,2025-01-04 00:56:33.500,Retrieval,0
1127,Push,Gait Cycle,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_4,Cardboard box area,Case_01,2025-01-04 00:58:39.000,Retrieval,0
1128,Push,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Picking_travel time,Transport a cart to the base,Subject_4,Path,Case_01,2025-01-04 01:02:18.000,Retrieval,0
1129,Push,Gait Cycle,Office,_,Retrieval,Picking_travel time,Transport a cart to the base,Subject_4,Office,Case_01,2025-01-04 01:03:54.000,Retrieval,0
1130,Pull,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Transport a cart to the base,Subject_4,Path,Case_01,2025-01-04 01:06:53.500,Retrieval,0
1131,Push,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Subject_4,Cross aisle path,Case_01,2025-01-04 01:08:13.500,Retrieval,0
1132,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 01:13:44.500,Retrieval,0
1133,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 01:28:00.000,Retrieval,0
1134,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_4,Base,Case_01,2025-01-04 01:28:56.000,Retrieval,0
1135,Handling centred,Standing Still,Cross aisle path,2-3,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 01:29:16.500,Retrieval,0
1136,Handling centred,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 01:31:58.000,Retrieval,0
1137,Tick off / confirm,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 01:38:05.500,Retrieval,0
1138,Handling centred,Step,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_4,Base,Case_01,2025-01-04 01:39:36.500,Retrieval,0
1139,Standing,Step,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_4,Cross aisle path,Case_01,2025-01-04 01:40:08.000,Retrieval,0
1140,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 01:41:55.500,Retrieval,0
1141,Tick off / confirm,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 01:45:10.000,Retrieval,0
1142,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 01:48:26.500,Retrieval,0
1143,Tick off / confirm,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 01:50:39.500,Retrieval,0
1144,Standing,Step,Aisle path,2 front,Retrieval,Picking_pick time,Retrieval of items,Subject_4,Aisle path,Case_01,2025-01-04 02:00:51.000,Retrieval,0
1145,Standing,Step,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 02:02:57.500,Retrieval,0
1146,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 02:06:36.000,Retrieval,0
1147,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 02:10:04.000,Retrieval,0
1148,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Path,Case_01,2025-01-04 02:13:58.000,Retrieval,0
1149,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Office,Case_01,2025-01-04 02:14:17.000,Retrieval,0
1150,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Path,Case_01,2025-01-04 02:16:06.500,Retrieval,0
1151,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Cross aisle path,Case_01,2025-01-04 02:16:27.000,Retrieval,0
1152,Handling centred,Standing Still,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_4,Base,Case_01,2025-01-04 02:17:58.500,Retrieval,0
1153,Handling centred,Step,Cross aisle path,2-3,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 02:19:08.000,Retrieval,0
1154,Handling centred,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 02:22:31.500,Retrieval,0
1155,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 02:25:37.500,Retrieval,0
1156,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 02:29:21.500,Retrieval,0
1157,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 02:31:58.000,Retrieval,0
1158,Handling centred,Standing Still,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_4,Base,Case_01,2025-01-04 02:32:57.500,Retrieval,0
1159,Handling centred,Step,Cross aisle path,2-3,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 02:33:36.000,Retrieval,0
1160,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 02:35:26.000,Retrieval,0
1161,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 02:42:11.000,Retrieval,0
1162,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Path,Case_01,2025-01-04 02:43:42.500,Retrieval,0
1163,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Office,Case_01,2025-01-04 02:43:59.000,Retrieval,0
1164,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Path,Case_01,2025-01-04 02:44:47.500,Retrieval,0
1165,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Cross aisle path,Case_01,2025-01-04 02:44:59.500,Retrieval,0
1166,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Path,Case_01,2025-01-04 02:46:14.500,Retrieval,0
1167,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Office,Case_01,2025-01-04 02:46:30.500,Retrieval,0
1168,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Path,Case_01,2025-01-04 02:50:59.000,Retrieval,0
1169,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Cross aisle path,Case_01,2025-01-04 02:51:10.000,Retrieval,0
1170,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Report and clarify the incident,Subject_4,Aisle path,Case_01,2025-01-04 02:55:16.000,Retrieval,0
1171,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_4,Cross aisle path,Case_01,2025-01-04 02:57:46.500,Retrieval,0
1172,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_4,Aisle path,Case_01,2025-01-04 03:00:30.000,Retrieval,0
